* Block Type = 384-Well Block
* Calibration Background is expired  = No
* Calibration Background performed on = 04-07-2021
* Calibration Pure Dye CY5 is expired = Yes
* Calibration Pure Dye CY5 performed on = 10-23-2020
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-07-2021
* Calibration Pure Dye HEX is expired = Yes
* Calibration Pure Dye HEX performed on = 06-01-2020
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-07-2021
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-07-2021
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-07-2021
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-07-2021
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-07-2021
* Calibration RNaseP is expired  = No
* Calibration RNaseP performed on = 04-07-2021
* Calibration ROI is expired  = No
* Calibration ROI performed on = 04-07-2021
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 04-07-2021
* Chemistry = OTHER
* Date Created = 
* Experiment Barcode = 
* Experiment Comment = 
* Experiment File Name = E:\MeltCurve4sConditions.eds
* Experiment Name = MeltCurve4sConditions
* Experiment Run End Time = 2021-05-31 20:22:26 PM CEST
* Experiment Type = Melt Curve
* Instrument Name = 278860619
* Instrument Serial Number = 278860619
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* User Name = Carles Torner

[Melt Curve Raw Data]
Well	Well Position	Reading	Temperature	Fluorescence	Derivative
16	A16	131	63.932	49,594.880	24,126.674
16	A16	132	64.232	48,650.200	24,434.203
16	A16	133	64.531	48,516.740	24,772.756
16	A16	134	64.831	47,798.305	25,087.312
16	A16	135	65.130	47,695.426	25,351.670
16	A16	136	65.430	47,063.355	25,550.846
16	A16	137	65.729	46,399.840	25,661.588
16	A16	138	66.029	46,058.883	25,651.553
16	A16	139	66.328	45,507.100	25,493.830
16	A16	140	66.628	45,102.457	25,179.040
16	A16	141	66.927	44,488.164	24,718.281
16	A16	142	67.227	44,086.700	24,140.094
16	A16	143	67.526	43,693.977	23,485.920
16	A16	144	67.826	43,140.090	22,811.295
16	A16	145	68.125	42,989.850	22,186.830
16	A16	146	68.425	42,135.855	21,692.260
16	A16	147	68.724	42,138.203	21,394.643
16	A16	148	69.024	41,655.490	21,314.613
16	A16	149	69.323	41,502.180	21,402.162
16	A16	150	69.623	40,809.330	21,542.133
16	A16	151	69.922	40,479.465	21,597.977
16	A16	152	70.221	39,891.344	21,471.426
16	A16	153	70.521	39,644.140	21,146.055
16	A16	154	70.820	39,184.715	20,691.236
16	A16	155	71.120	38,637.320	20,223.865
16	A16	156	71.419	38,608.590	19,849.459
16	A16	157	71.719	38,121.840	19,613.713
16	A16	158	72.018	38,002.000	19,489.764
16	A16	159	72.318	37,254.926	19,404.312
16	A16	160	72.617	36,864.926	19,281.950
16	A16	161	72.917	36,767.562	19,078.514
16	A16	162	73.216	36,327.010	18,788.332
16	A16	163	73.516	35,981.050	18,434.617
16	A16	164	73.815	35,438.965	18,058.709
16	A16	165	74.115	35,333.395	17,711.549
16	A16	166	74.414	34,902.000	17,444.691
16	A16	167	74.714	34,797.688	17,294.510
16	A16	168	75.013	34,205.480	17,267.395
16	A16	169	75.313	34,125.010	17,333.484
16	A16	170	75.612	33,658.800	17,430.910
16	A16	171	75.912	33,314.656	17,478.938
16	A16	172	76.211	33,123.540	17,397.447
16	A16	173	76.511	32,719.629	17,133.879
16	A16	174	76.810	32,042.049	16,690.550
16	A16	175	77.110	32,160.463	16,135.273
16	A16	176	77.409	31,631.947	15,584.920
16	A16	177	77.708	31,471.930	15,161.077
16	A16	178	78.008	31,208.973	14,939.422
16	A16	179	78.307	31,186.640	14,919.633
16	A16	180	78.607	30,560.227	15,031.994
16	A16	181	78.906	30,421.893	15,174.306
16	A16	182	79.206	30,069.965	15,254.558
16	A16	183	79.505	29,700.682	15,219.590
16	A16	184	79.805	29,623.004	15,062.041
16	A16	185	80.104	29,162.738	14,814.287
16	A16	186	80.404	28,903.510	14,536.866
16	A16	187	80.703	28,514.242	14,301.750
16	A16	188	81.003	28,621.297	14,167.006
16	A16	189	81.302	28,135.470	14,149.438
16	A16	190	81.602	28,011.748	14,210.523
16	A16	191	81.901	27,541.440	14,269.379
16	A16	192	82.201	27,469.115	14,239.340
16	A16	193	82.500	27,013.287	14,070.195
16	A16	194	82.800	26,722.059	13,772.826
16	A16	195	83.099	26,475.307	13,410.981
16	A16	196	83.399	26,335.809	13,063.916
16	A16	197	83.698	26,260.533	12,781.629
16	A16	198	83.998	25,712.225	12,559.957
16	A16	199	84.297	25,736.617	12,349.994
16	A16	200	84.597	25,377.754	12,096.188
16	A16	201	84.896	25,033.537	11,775.797
16	A16	202	85.195	24,943.393	11,414.697
16	A16	203	85.495	24,634.820	11,070.287
16	A16	204	85.794	24,572.125	10,796.327
16	A16	205	86.094	24,194.898	10,617.436
16	A16	206	86.393	24,113.758	10,530.043
16	A16	207	86.693	23,781.764	10,521.809
16	A16	208	86.992	23,632.086	10,585.693
16	A16	209	87.292	23,545.191	10,712.158
16	A16	210	87.591	23,513.398	10,873.659
16	A16	211	87.891	22,835.406	11,025.578
16	A16	212	88.190	22,867.314	11,134.439
16	A16	213	88.490	22,508.912	11,210.083
16	A16	214	88.789	22,515.400	11,303.260
16	A16	215	89.089	22,176.400	11,459.723
16	A16	216	89.388	22,221.352	11,661.733
16	A16	217	89.688	21,757.943	11,809.905
16	A16	218	89.987	21,466.957	11,771.899
16	A16	219	90.287	21,165.390	11,471.541
16	A16	220	90.586	20,796.930	10,955.629
16	A16	221	90.886	21,107.370	10,388.423
16	A16	222	91.185	20,764.033	9,974.110
16	A16	223	91.485	20,612.344	9,855.688
16	A16	224	91.784	20,430.197	10,049.534
16	A16	225	92.084	20,332.627	10,443.079
16	A16	226	92.383	20,000.645	10,846.263
16	A16	227	92.682	19,710.184	11,064.924
16	A16	228	92.982	19,470.729	10,961.365
16	A16	229	93.281	19,096.860	10,477.371
16	A16	230	93.581	19,283.629	9,618.756
16	A16	231	93.880	18,982.066	8,423.965
16	A16	232	94.180	18,674.791	6,951.564
16	A16	233	94.479	18,643.686	5,295.838
16	A16	234	94.779	18,357.848	3,607.004
17	A17	1	25.000	11,626.694	6,675.071
17	A17	2	25.299	11,170.578	6,939.296
17	A17	3	25.599	11,015.702	7,038.541
17	A17	4	25.898	10,838.528	6,915.793
17	A17	5	26.198	10,750.437	6,600.559
17	A17	6	26.497	10,455.230	6,194.432
17	A17	7	26.797	10,520.107	5,818.934
17	A17	8	27.096	10,642.399	5,560.348
17	A17	9	27.396	10,348.977	5,444.863
17	A17	10	27.695	10,187.220	5,452.414
17	A17	11	27.995	10,121.191	5,546.954
17	A17	12	28.294	10,048.963	5,694.039
17	A17	13	28.594	10,009.707	5,854.803
17	A17	14	28.893	9,884.589	5,970.977
17	A17	15	29.193	9,696.774	5,965.145
17	A17	16	29.492	9,604.414	5,766.443
17	A17	17	29.792	9,421.147	5,349.308
17	A17	18	30.091	9,258.185	4,760.432
17	A17	19	30.391	9,227.270	4,112.306
17	A17	20	30.690	9,072.170	3,541.072
17	A17	21	30.990	9,333.198	3,148.416
17	A17	22	31.289	9,141.469	2,958.658
17	A17	23	31.589	9,177.214	2,915.079
17	A17	24	31.888	8,992.771	2,915.973
17	A17	25	32.188	8,927.848	2,867.303
17	A17	26	32.487	8,869.017	2,721.883
17	A17	27	32.786	8,879.478	2,486.946
17	A17	28	33.086	8,733.546	2,202.738
17	A17	29	33.385	8,719.195	1,910.058
17	A17	30	33.685	8,836.610	1,628.388
17	A17	31	33.984	8,850.343	1,356.294
17	A17	32	34.284	8,494.335	1,088.568
17	A17	33	34.583	8,612.235	831.188
17	A17	34	34.883	8,712.204	599.410
17	A17	35	35.182	8,726.408	401.775
17	A17	36	35.482	8,723.759	227.443
17	A17	37	35.781	8,545.603	49.395
17	A17	38	36.081	8,638.423	-161.838
17	A17	39	36.380	8,634.454	-427.781
17	A17	40	36.680	8,732.966	-761.645
17	A17	41	36.979	8,681.727	-1,170.808
17	A17	42	37.279	8,632.221	-1,654.139
17	A17	43	37.578	8,681.845	-2,195.523
17	A17	44	37.878	8,757.024	-2,762.011
17	A17	45	38.177	8,907.828	-3,311.650
17	A17	46	38.477	8,900.705	-3,807.748
17	A17	47	38.776	8,907.356	-4,233.418
17	A17	48	39.076	9,113.042	-4,601.566
17	A17	49	39.375	9,286.104	-4,955.792
17	A17	50	39.675	9,296.270	-5,358.661
17	A17	51	39.974	9,286.102	-5,868.980
17	A17	52	40.273	9,396.533	-6,519.241
17	A17	53	40.573	9,632.512	-7,306.697
17	A17	54	40.872	9,714.446	-8,204.469
17	A17	55	41.172	9,850.395	-9,185.201
17	A17	56	41.471	10,036.261	-10,242.386
17	A17	57	41.771	10,416.000	-11,395.966
17	A17	58	42.070	10,392.451	-12,678.744
17	A17	59	42.370	10,768.101	-14,111.404
17	A17	60	42.669	10,888.059	-15,684.034
17	A17	61	42.969	11,290.573	-17,360.555
17	A17	62	43.268	11,692.496	-19,110.748
17	A17	63	43.568	11,972.068	-20,953.338
17	A17	64	43.867	12,590.092	-22,981.893
17	A17	65	44.167	12,967.014	-25,350.746
17	A17	66	44.466	13,224.661	-28,221.887
17	A17	67	44.766	13,782.459	-31,701.525
17	A17	68	45.065	14,340.646	-35,805.594
17	A17	69	45.365	15,042.014	-40,476.504
17	A17	70	45.664	15,913.476	-45,641.600
17	A17	71	45.964	16,976.666	-51,276.680
17	A17	72	46.263	17,655.630	-57,434.887
17	A17	73	46.563	19,077.904	-64,222.970
17	A17	74	46.862	20,154.477	-71,736.836
17	A17	75	47.162	21,374.688	-79,989.710
17	A17	76	47.461	22,992.227	-88,867.620
17	A17	77	47.760	24,755.969	-98,126.170
17	A17	78	48.060	27,038.998	-107,415.805
17	A17	79	48.359	28,898.570	-116,309.266
17	A17	80	48.659	31,332.380	-124,315.420
17	A17	81	48.958	33,997.870	-130,886.810
17	A17	82	49.258	36,691.734	-135,443.440
17	A17	83	49.557	39,589.703	-137,426.550
17	A17	84	49.857	42,445.510	-136,378.840
17	A17	85	50.156	45,473.020	-132,032.720
17	A17	86	50.456	47,961.040	-124,384.370
17	A17	87	50.755	50,609.914	-113,731.870
17	A17	88	51.055	52,783.188	-100,662.445
17	A17	89	51.354	54,667.312	-85,980.766
17	A17	90	51.654	55,492.246	-70,592.770
17	A17	91	51.953	56,951.395	-55,376.440
17	A17	92	52.253	57,469.844	-41,072.473
17	A17	93	52.552	57,873.785	-28,217.863
17	A17	94	52.852	57,822.920	-17,128.016
17	A17	95	53.151	58,039.887	-7,918.255
17	A17	96	53.451	57,919.870	-548.281
17	A17	97	53.750	57,676.910	5,129.408
17	A17	98	54.050	57,385.246	9,335.022
17	A17	99	54.349	56,956.440	12,337.850
17	A17	100	54.649	56,841.402	14,437.782
17	A17	101	54.948	56,350.580	15,932.047
17	A17	102	55.247	56,144.484	17,074.266
17	A17	103	55.547	55,932.880	18,032.920
17	A17	104	55.846	55,300.160	18,874.820
17	A17	105	56.146	55,273.740	19,581.420
17	A17	106	56.445	54,735.453	20,097.809
17	A17	107	56.745	54,079.684	20,390.732
17	A17	108	57.044	53,849.523	20,484.846
17	A17	109	57.344	53,430.305	20,455.970
17	A17	110	57.643	53,071.130	20,391.110
17	A17	111	57.943	52,985.996	20,342.504
17	A17	112	58.242	52,224.906	20,313.928
17	A17	113	58.542	51,943.580	20,281.635
17	A17	114	58.841	51,560.207	20,231.531
17	A17	115	59.141	51,208.550	20,183.035
17	A17	116	59.440	50,774.316	20,184.076
17	A17	117	59.740	50,510.055	20,289.164
17	A17	118	60.039	50,112.650	20,533.068
17	A17	119	60.339	49,712.150	20,915.460
17	A17	120	60.638	49,326.336	21,397.873
17	A17	121	60.938	48,950.680	21,911.426
17	A17	122	61.237	48,554.680	22,374.770
17	A17	123	61.537	47,981.773	22,722.158
17	A17	124	61.836	47,676.426	22,929.998
17	A17	125	62.136	47,008.613	23,025.518
17	A17	126	62.435	46,582.620	23,067.455
17	A17	127	62.734	46,526.305	23,105.031
17	A17	128	63.034	45,977.105	23,145.406
17	A17	129	63.333	45,351.367	23,152.664
17	A17	130	63.633	44,850.980	23,078.680
17	A17	131	63.932	44,668.188	22,901.957
17	A17	132	64.232	44,017.793	22,646.120
17	A17	133	64.531	43,706.332	22,370.018
17	A17	134	64.831	43,226.387	22,139.584
17	A17	135	65.130	42,971.190	22,000.535
17	A17	136	65.430	42,433.230	21,966.120
17	A17	137	65.729	42,188.156	22,022.385
17	A17	138	66.029	41,575.550	22,145.723
17	A17	139	66.328	41,295.710	22,315.049
17	A17	140	66.628	40,698.080	22,510.520
17	A17	141	66.927	40,444.940	22,697.219
17	A17	142	67.227	40,144.820	22,818.818
17	A17	143	67.526	39,675.370	22,815.326
17	A17	144	67.826	38,757.535	22,656.668
17	A17	145	68.125	38,354.910	22,360.500
17	A17	146	68.425	38,608.457	21,973.135
17	A17	147	68.724	37,930.438	21,531.838
17	A17	148	69.024	37,375.180	21,044.557
17	A17	149	69.323	36,836.312	20,508.926
17	A17	150	69.623	36,681.730	19,942.525
17	A17	151	69.922	36,291.234	19,393.188
17	A17	152	70.221	35,966.605	18,915.440
17	A17	153	70.521	35,718.742	18,539.613
17	A17	154	70.820	35,252.970	18,260.670
17	A17	155	71.120	34,782.297	18,052.379
17	A17	156	71.419	34,821.940	17,888.248
17	A17	157	71.719	34,181.953	17,749.557
17	A17	158	72.018	33,824.270	17,617.549
17	A17	159	72.318	33,764.008	17,463.822
17	A17	160	72.617	33,418.060	17,259.342
17	A17	161	72.917	32,783.855	17,002.521
17	A17	162	73.216	32,654.617	16,745.691
17	A17	163	73.516	32,063.770	16,585.766
17	A17	164	73.815	32,171.703	16,610.680
17	A17	165	74.115	32,038.838	16,833.666
17	A17	166	74.414	31,560.398	17,168.658
17	A17	167	74.714	31,046.441	17,473.354
17	A17	168	75.013	30,484.709	17,629.234
17	A17	169	75.313	30,435.646	17,596.754
17	A17	170	75.612	30,129.766	17,411.053
17	A17	171	75.912	29,839.938	17,133.242
17	A17	172	76.211	29,301.682	16,805.646
17	A17	173	76.511	29,218.102	16,440.705
17	A17	174	76.810	28,665.432	16,040.049
17	A17	175	77.110	28,589.309	15,617.982
17	A17	176	77.409	28,289.863	15,211.161
17	A17	177	77.708	27,792.040	14,869.618
17	A17	178	78.008	27,649.373	14,636.541
17	A17	179	78.307	27,739.340	14,527.989
17	A17	180	78.607	27,005.140	14,523.394
17	A17	181	78.906	26,927.643	14,573.655
17	A17	182	79.206	26,604.268	14,621.913
17	A17	183	79.505	26,490.602	14,625.181
17	A17	184	79.805	25,816.670	14,563.235
17	A17	185	80.104	25,870.348	14,433.428
17	A17	186	80.404	25,548.580	14,238.201
17	A17	187	80.703	25,343.023	13,980.345
17	A17	188	81.003	24,814.938	13,670.206
17	A17	189	81.302	24,713.123	13,338.763
17	A17	190	81.602	24,592.639	13,039.769
17	A17	191	81.901	24,123.074	12,832.552
17	A17	192	82.201	24,033.860	12,752.403
17	A17	193	82.500	24,052.730	12,790.869
17	A17	194	82.800	23,560.752	12,901.393
17	A17	195	83.099	23,113.760	13,027.255
17	A17	196	83.399	23,172.590	13,129.227
17	A17	197	83.698	22,757.420	13,191.918
17	A17	198	83.998	22,630.854	13,207.450
17	A17	199	84.297	22,372.803	13,158.734
17	A17	200	84.597	22,077.281	13,022.013
17	A17	201	84.896	21,657.959	12,791.455
17	A17	202	85.195	21,662.273	12,503.327
17	A17	203	85.495	21,226.074	12,235.904
17	A17	204	85.794	21,051.326	12,074.972
17	A17	205	86.094	20,832.639	12,063.887
17	A17	206	86.393	20,769.021	12,169.971
17	A17	207	86.693	20,399.396	12,295.456
17	A17	208	86.992	19,910.582	12,331.620
17	A17	209	87.292	19,802.842	12,221.413
17	A17	210	87.591	19,680.818	11,987.458
17	A17	211	87.891	19,457.314	11,706.231
17	A17	212	88.190	19,248.752	11,450.841
17	A17	213	88.490	18,992.893	11,247.895
17	A17	214	88.789	18,939.936	11,078.724
17	A17	215	89.089	18,518.332	10,922.050
17	A17	216	89.388	18,275.166	10,797.431
17	A17	217	89.688	18,130.920	10,769.187
17	A17	218	89.987	18,233.395	10,897.885
17	A17	219	90.287	18,040.363	11,177.124
17	A17	220	90.586	17,559.049	11,511.696
17	A17	221	90.886	17,224.890	11,766.080
17	A17	222	91.185	17,027.582	11,850.971
17	A17	223	91.485	16,869.338	11,780.520
17	A17	224	91.784	16,736.410	11,655.354
17	A17	225	92.084	16,537.807	11,586.315
17	A17	226	92.383	16,283.558	11,613.125
17	A17	227	92.682	16,122.194	11,668.393
17	A17	228	92.982	15,817.273	11,601.021
17	A17	229	93.281	15,536.958	11,237.869
17	A17	230	93.581	15,180.079	10,451.913
17	A17	231	93.880	15,201.454	9,209.661
17	A17	232	94.180	14,910.127	7,587.538
17	A17	233	94.479	14,813.299	5,756.447
17	A17	234	94.779	14,716.737	3,939.438
39	B15	1	25.000	25,726.918	9,364.624
39	B15	2	25.299	25,518.988	9,774.176
39	B15	3	25.599	25,223.012	10,129.751
39	B15	4	25.898	25,133.230	10,298.085
39	B15	5	26.198	24,713.230	10,192.152
39	B15	6	26.497	24,556.664	9,814.671
39	B15	7	26.797	24,299.229	9,266.401
39	B15	8	27.096	24,157.816	8,711.311
39	B15	9	27.396	24,100.309	8,312.013
39	B15	10	27.695	23,991.700	8,165.287
39	B15	11	27.995	24,050.180	8,268.099
39	B15	12	28.294	23,600.408	8,530.389
39	B15	13	28.594	23,521.053	8,825.052
39	B15	14	28.893	23,419.266	9,046.238
39	B15	15	29.193	23,004.248	9,144.352
39	B15	16	29.492	22,974.328	9,124.527
39	B15	17	29.792	22,669.290	9,016.667
39	B15	18	30.091	22,813.795	8,842.401
39	B15	19	30.391	22,458.936	8,602.466
39	B15	20	30.690	22,068.086	8,290.528
39	B15	21	30.990	22,191.723	7,919.077
39	B15	22	31.289	21,934.640	7,532.284
39	B15	23	31.589	21,758.040	7,193.199
39	B15	24	31.888	21,636.215	6,952.267
39	B15	25	32.188	21,735.580	6,819.138
39	B15	26	32.487	21,563.300	6,759.556
39	B15	27	32.786	21,233.146	6,720.913
39	B15	28	33.086	21,113.764	6,666.232
39	B15	29	33.385	21,079.447	6,590.138
39	B15	30	33.685	20,835.460	6,504.385
39	B15	31	33.984	21,090.355	6,409.590
39	B15	32	34.284	20,633.148	6,280.504
39	B15	33	34.583	20,562.684	6,079.037
39	B15	34	34.883	20,293.402	5,783.272
39	B15	35	35.182	20,549.018	5,407.993
39	B15	36	35.482	20,024.473	5,002.048
39	B15	37	35.781	20,236.791	4,623.691
39	B15	38	36.081	20,057.470	4,308.691
39	B15	39	36.380	20,007.727	4,048.796
39	B15	40	36.680	20,082.783	3,792.609
39	B15	41	36.979	19,755.535	3,473.188
39	B15	42	37.279	19,904.590	3,048.119
39	B15	43	37.578	19,462.742	2,526.168
39	B15	44	37.878	19,664.430	1,960.572
39	B15	45	38.177	19,711.383	1,410.748
39	B15	46	38.477	19,783.010	900.876
39	B15	47	38.776	19,638.793	406.502
39	B15	48	39.076	19,493.951	-125.210
39	B15	49	39.375	19,709.824	-741.645
39	B15	50	39.675	19,516.266	-1,468.179
39	B15	51	39.974	19,758.693	-2,317.361
39	B15	52	40.273	19,630.041	-3,306.789
39	B15	53	40.573	19,949.219	-4,461.740
39	B15	54	40.872	19,848.790	-5,794.982
39	B15	55	41.172	19,772.066	-7,284.553
39	B15	56	41.471	19,979.500	-8,876.133
39	B15	57	41.771	20,561.174	-10,518.209
39	B15	58	42.070	20,577.195	-12,205.938
39	B15	59	42.370	20,774.654	-13,999.650
39	B15	60	42.669	21,130.584	-16,005.126
39	B15	61	42.969	21,266.424	-18,335.514
39	B15	62	43.268	21,624.227	-21,085.299
39	B15	63	43.568	22,255.613	-24,329.666
39	B15	64	43.867	22,576.803	-28,137.992
39	B15	65	44.167	23,079.275	-32,581.156
39	B15	66	44.466	23,672.463	-37,726.188
39	B15	67	44.766	24,533.453	-43,625.977
39	B15	68	45.065	25,248.639	-50,316.875
39	B15	69	45.365	26,313.121	-57,826.016
39	B15	70	45.664	27,527.330	-66,183.125
39	B15	71	45.964	28,697.725	-75,426.970
39	B15	72	46.263	30,192.096	-85,599.350
39	B15	73	46.563	32,224.121	-96,720.480
39	B15	74	46.862	33,662.566	-108,746.660
39	B15	75	47.162	36,089.984	-121,514.586
39	B15	76	47.461	38,481.223	-134,691.190
39	B15	77	47.760	41,251.953	-147,748.300
39	B15	78	48.060	44,315.430	-159,980.890
39	B15	79	48.359	47,711.277	-170,571.450
39	B15	80	48.659	51,626.918	-178,687.800
39	B15	81	48.958	55,312.574	-183,589.440
39	B15	82	49.258	59,345.690	-184,713.670
39	B15	83	49.557	63,316.080	-181,727.390
39	B15	84	49.857	67,073.945	-174,547.110
39	B15	85	50.156	70,441.840	-163,345.030
39	B15	86	50.456	73,955.164	-148,551.700
39	B15	87	50.755	76,673.480	-130,849.805
39	B15	88	51.055	79,239.120	-111,140.200
39	B15	89	51.354	80,804.020	-90,459.950
39	B15	90	51.654	82,013.930	-69,866.590
39	B15	91	51.953	83,069.530	-50,317.970
39	B15	92	52.253	83,430.550	-32,581.182
39	B15	93	52.552	83,479.080	-17,184.516
39	B15	94	52.852	83,342.170	-4,405.116
39	B15	95	53.151	83,140.090	5,723.559
39	B15	96	53.451	82,488.230	13,387.419
39	B15	97	53.750	82,016.740	18,950.588
39	B15	98	54.050	81,528.420	22,884.443
39	B15	99	54.349	81,010.080	25,678.250
39	B15	100	54.649	80,520.070	27,749.293
39	B15	101	54.948	80,168.890	29,383.205
39	B15	102	55.247	79,149.800	30,723.283
39	B15	103	55.547	78,892.695	31,801.201
39	B15	104	55.846	77,971.890	32,594.781
39	B15	105	56.146	77,510.100	33,085.060
39	B15	106	56.445	76,830.780	33,300.133
39	B15	107	56.745	75,837.320	33,324.918
39	B15	108	57.044	75,392.930	33,274.310
39	B15	109	57.344	75,025.305	33,237.910
39	B15	110	57.643	74,402.870	33,230.332
39	B15	111	57.943	73,506.670	33,187.754
39	B15	112	58.242	72,980.300	33,015.062
39	B15	113	58.542	72,184.520	32,655.107
39	B15	114	58.841	71,578.336	32,133.613
39	B15	115	59.141	70,927.670	31,549.090
39	B15	116	59.440	70,675.880	31,024.260
39	B15	117	59.740	69,817.530	30,650.752
39	B15	118	60.039	69,348.670	30,463.170
39	B15	119	60.339	68,851.914	30,446.375
39	B15	120	60.638	68,187.540	30,558.814
39	B15	121	60.938	67,486.630	30,751.268
39	B15	122	61.237	67,112.090	30,968.387
39	B15	123	61.537	66,495.625	31,143.326
39	B15	124	61.836	65,825.660	31,204.785
39	B15	125	62.136	65,197.860	31,102.258
39	B15	126	62.435	64,401.750	30,838.889
39	B15	127	62.734	64,102.016	30,487.676
39	B15	128	63.034	63,308.555	30,169.910
39	B15	129	63.333	62,902.320	29,999.598
39	B15	130	63.633	62,260.703	30,017.814
39	B15	131	63.932	62,021.330	30,158.613
39	B15	132	64.232	61,376.574	30,271.887
39	B15	133	64.531	60,353.336	30,200.838
39	B15	134	64.831	59,807.560	29,866.432
39	B15	135	65.130	59,314.773	29,307.540
39	B15	136	65.430	58,855.600	28,654.535
39	B15	137	65.729	58,447.035	28,060.180
39	B15	138	66.029	57,700.800	27,634.130
39	B15	139	66.328	57,359.977	27,412.920
39	B15	140	66.628	56,661.875	27,361.360
39	B15	141	66.927	56,533.137	27,396.248
39	B15	142	67.227	55,747.137	27,417.836
39	B15	143	67.526	55,051.860	27,346.242
39	B15	144	67.826	54,623.945	27,150.863
39	B15	145	68.125	54,192.480	26,859.129
39	B15	146	68.425	53,632.250	26,539.230
39	B15	147	68.724	53,100.332	26,263.807
39	B15	148	69.024	52,610.510	26,073.506
39	B15	149	69.323	52,342.195	25,957.460
39	B15	150	69.623	51,698.074	25,860.084
39	B15	151	69.922	51,085.508	25,712.160
39	B15	152	70.221	50,642.574	25,471.357
39	B15	153	70.521	50,285.625	25,152.070
39	B15	154	70.820	49,452.723	24,824.140
39	B15	155	71.120	49,390.380	24,576.357
39	B15	156	71.419	48,658.285	24,463.871
39	B15	157	71.719	48,669.727	24,469.621
39	B15	158	72.018	47,904.336	24,508.867
39	B15	159	72.318	47,190.754	24,478.360
39	B15	160	72.617	46,997.402	24,321.123
39	B15	161	72.917	46,321.492	24,064.658
39	B15	162	73.216	45,936.613	23,806.605
39	B15	163	73.516	45,553.870	23,657.143
39	B15	164	73.815	45,287.490	23,674.012
39	B15	165	74.115	44,661.250	23,829.980
39	B15	166	74.414	44,366.203	24,028.512
39	B15	167	74.714	43,614.977	24,156.870
39	B15	168	75.013	43,199.855	24,142.479
39	B15	169	75.313	42,867.562	23,982.598
39	B15	170	75.612	42,250.332	23,735.941
39	B15	171	75.912	41,820.240	23,486.217
39	B15	172	76.211	41,574.523	23,300.559
39	B15	173	76.511	41,035.180	23,203.217
39	B15	174	76.810	40,583.117	23,174.078
39	B15	175	77.110	40,145.870	23,170.639
39	B15	176	77.409	39,723.600	23,158.560
39	B15	177	77.708	39,111.652	23,133.947
39	B15	178	78.008	38,914.133	23,124.725
39	B15	179	78.307	38,284.688	23,171.107
39	B15	180	78.607	38,009.918	23,294.209
39	B15	181	78.906	37,450.285	23,470.443
39	B15	182	79.206	37,229.460	23,627.008
39	B15	183	79.505	36,521.824	23,666.459
39	B15	184	79.805	35,983.137	23,512.473
39	B15	185	80.104	35,716.305	23,156.355
39	B15	186	80.404	35,063.640	22,677.844
39	B15	187	80.703	34,688.220	22,222.037
39	B15	188	81.003	34,340.830	21,937.578
39	B15	189	81.302	34,132.600	21,905.066
39	B15	190	81.602	33,794.510	22,098.012
39	B15	191	81.901	33,192.656	22,403.350
39	B15	192	82.201	32,566.130	22,690.615
39	B15	193	82.500	32,175.559	22,882.602
39	B15	194	82.800	31,873.412	22,980.467
39	B15	195	83.099	31,343.861	23,030.170
39	B15	196	83.399	31,008.352	23,061.193
39	B15	197	83.698	30,550.844	23,045.139
39	B15	198	83.998	30,114.560	22,905.500
39	B15	199	84.297	29,583.467	22,571.768
39	B15	200	84.597	28,925.588	22,041.496
39	B15	201	84.896	28,735.040	21,406.568
39	B15	202	85.195	28,252.059	20,824.182
39	B15	203	85.495	28,138.346	20,446.550
39	B15	204	85.794	27,416.040	20,351.572
39	B15	205	86.094	27,143.277	20,511.746
39	B15	206	86.393	26,613.607	20,814.525
39	B15	207	86.693	26,266.291	21,117.920
39	B15	208	86.992	25,862.957	21,311.560
39	B15	209	87.292	25,270.014	21,356.996
39	B15	210	87.591	24,979.178	21,290.930
39	B15	211	87.891	24,534.967	21,191.057
39	B15	212	88.190	24,324.738	21,117.977
39	B15	213	88.490	23,888.338	21,069.053
39	B15	214	88.789	23,392.754	20,979.633
39	B15	215	89.089	22,963.100	20,776.246
39	B15	216	89.388	22,292.266	20,443.640
39	B15	217	89.688	22,087.488	20,046.836
39	B15	218	89.987	22,209.277	19,685.668
39	B15	219	90.287	21,567.477	19,420.506
39	B15	220	90.586	21,033.076	19,238.963
39	B15	221	90.886	20,607.367	19,092.338
39	B15	222	91.185	20,311.766	18,962.395
39	B15	223	91.485	20,114.379	18,889.664
39	B15	224	91.784	19,779.342	18,935.201
39	B15	225	92.084	19,389.018	19,109.553
39	B15	226	92.383	19,054.898	19,330.068
39	B15	227	92.682	18,399.791	19,434.115
39	B15	228	92.982	18,233.715	19,229.998
39	B15	229	93.281	17,788.969	18,547.130
39	B15	230	93.581	17,172.521	17,267.178
39	B15	231	93.880	17,276.127	15,344.869
